Time Series,AH,BJ,CQ,FJ,GS,GD,GX,GZ,HI,HE,HL,HA,HB,HN,JS,JX,JL,LN,NM,NX,QH,SN,SD,SH,SX,SC,TJ,XJ,XZ,YN,ZJ
1084,14431.05601,11445.00326,7108.221961,12657.98194,12927.79241,28282.61882,11149.31063,10806.19141,2068.044949,28540.5173,9092.362225,25387.71157,13533.02029,11039.26473,37737.82842,8153.137083,7363.438057,21431.59582,33971.09167,10819.74052,8010.32649,13441.32215,41764.61627,10730.86423,19527.85864,17484.31912,6705.514249,28195.87182,531.1802239,12783.23238,18832.90961
1085,14430.96393,11403.2173,7035.823388,12394.42045,12842.36128,26072.2965,10952.42222,10635.698,1953.037135,28534.76686,9159.390184,24968.15064,13435.79504,10817.31084,37508.6346,8012.846917,7383.95398,21294.0998,33835.52773,10796.74472,8181.855073,13304.16448,40700.54412,10636.79792,19470.05816,17290.20669,6617.240264,28067.15793,513.9186427,12542.94137,18630.52562
1086,15031.27214,11501.67698,7194.368124,12388.4405,12782.33485,24840.25803,10632.46963,10543.18162,1919.289556,28912.32974,9575.645677,24320.25939,13635.82736,11039.04951,38692.69801,8289.332861,7710.606754,21909.9461,33986.28414,10867.24974,8115.988144,13440.76756,42168.37482,10900.52641,19631.27251,17215.44579,6757.172218,28066.46307,516.4602168,12448.24613,19023.65771
1087,17015.61038,11799.69556,7757.844735,13243.91608,12981.65977,24084.93324,11367.24019,11048.83683,2059.470966,30410.13041,10784.82709,26331.37062,14785.68034,12269.98373,42485.49627,8535.118229,8427.841272,22956.37896,34531.71344,11001.71319,8212.485653,13985.58321,44045.58732,11330.06531,19896.01245,17851.6127,6941.900125,28066.67549,526.6334193,12783.32575,20744.67267
1088,19404.9253,12356.78431,8850.828981,14633.2715,13467.69633,24312.56297,13216.54044,12765.18839,2413.637057,33719.68675,11294.75381,32283.76977,16506.11573,15392.49249,44862.58463,10337.04839,8866.918149,23439.44261,35248.48945,11063.60038,8636.777441,15613.2346,47713.57361,11629.27571,21118.04156,19085.47761,7276.026148,28301.80404,563.0355915,13619.25374,22523.06983
1089,18305.04025,12455.0023,9814.732274,15425.37536,13972.54953,22974.14409,13499.88974,14970.22462,2553.679112,33555.41041,11014.70136,29142.19234,17801.27708,15654.64149,44724.63814,10660.42918,8833.980076,21368.63469,34990.72669,10805.1189,8743.53646,15991.52274,46496.30133,12146.04867,20609.91552,21047.58309,7579.887133,28355.99164,616.6171931,14925.284,25061.25485
1090,16841.39179,12804.17349,10615.55954,17017.79522,13991.22833,24281.43991,14569.66628,16717.82226,2842.897435,33794.35226,11081.93113,28406.495,18854.60657,16640.58835,44998.55179,11144.41714,8899.821006,22178.76222,34960.85571,10554.62916,8687.563648,16433.26416,45594.41127,12880.97456,20465.99267,23606.11295,8014.850116,28990.7265,672.7250886,16450.8626,26047.46216
1091,16754.99243,13085.11807,11400.7469,18652.28618,14119.81236,27142.99566,15261.42989,17306.90011,3234.935354,34114.9419,11178.96839,29269.12852,19040.84299,17450.15188,47517.38039,12215.60368,8944.805454,22545.77565,35036.2834,10630.42349,8385.306761,16515.47226,45250.39629,13621.58769,20082.71333,25225.25632,8102.533959,29169.62441,710.76497,17606.21729,27018.90224
1092,18111.78404,13188.53823,12018.46539,20126.6861,14088.5412,29467.29203,15669.19598,17588.44365,3254.680264,35095.44379,11529.56625,31788.58007,19343.39751,18728.35557,47223.11829,12909.86086,8986.150141,22699.3739,35042.81265,10461.68604,8469.551077,16385.27185,46504.35201,13786.31088,20381.3895,28076.5475,8204.49697,29520.69899,709.0151614,18020.47139,27109.45052
1093,16665.5543,13071.0787,11711.60379,18621.33076,14755.90788,29173.99734,15182.75119,16679.08983,3125.00256,33268.36416,11024.0762,31772.14515,18694.09225,18207.04965,43781.25768,11610.35505,8589.461335,21774.80593,34755.36198,10446.62925,8392.188731,16283.06042,45242.08332,13506.50227,20934.01799,27111.67302,7967.389428,29712.84004,698.5312074,17299.89429,25069.56805
1094,16207.7414,12952.02616,11097.17648,17412.42243,14111.48181,27956.29338,14665.55711,15555.20078,2997.653035,31167.81065,10758.47335,30616.24215,17938.92737,16198.23414,45707.19791,10489.6335,8569.096817,21901.40961,34100.54156,10385.11755,8211.204836,15902.89282,43169.35536,13403.71496,20252.18037,24513.97066,7798.49122,29553.55826,644.2801442,15917.60436,25991.79024
1095,16815.85466,12822.29571,10982.32661,17885.56394,14143.96405,28047.52491,14840.27298,15357.46674,2940.206432,32864.07683,10878.59847,30117.25202,18625.84806,15620.10422,47475.50877,10941.86824,8610.682567,21912.41435,33997.32102,10523.5501,8347.867353,16124.03974,45447.78514,13420.35746,19905.11234,23960.71709,8016.512752,29219.89942,649.4879629,15670.24716,26316.8744
1096,17263.64624,12813.28348,10879.95709,18264.34141,13975.10065,28047.57575,15261.69767,15734.20182,2937.641667,33735.93157,11025.14251,30505.89806,18779.42494,15504.70841,48011.3238,11483.95241,8674.91485,21924.55421,34183.92635,10551.71673,8248.195302,16342.26694,46507.39103,13449.60133,20419.57586,25368.17536,8040.375568,29162.94993,641.8686624,15832.08211,26906.24288
1097,18563.8873,12948.47461,11192.30072,18934.97814,13761.12041,28707.88379,15624.49528,15954.01329,3020.337057,34734.35209,11561.57104,30233.0832,19102.19863,15909.25423,49416.81659,12195.43807,9042.719726,22731.12018,34627.98145,10603.84677,8446.192937,16601.89891,47740.36808,13738.42575,20606.41321,25842.68708,8101.79011,29483.29144,638.3720245,16407.15888,27645.24013
1098,20820.77811,13268.16254,11843.75475,19935.85438,14373.35705,30678.52785,16618.99984,17077.75797,3459.524144,36223.52286,12388.51596,32629.33644,20923.90097,17890.0465,51247.25779,13377.19256,9607.353026,23696.82741,35837.92446,11121.00493,8529.82342,17678.33543,49656.77052,14078.8372,22138.93668,28057.70631,8243.740818,29451.00377,666.6439145,17795.52211,28444.16385
1099,21649.3661,13520.57815,12262.41936,20478.81585,14816.37873,32767.87068,17529.7514,17877.72422,3660.075383,37804.14369,12379.60058,36062.61339,20740.39471,19144.29719,51621.57316,13796.86428,9990.988711,24357.52449,36704.7779,11514.84895,8588.236924,17885.27586,53368.08999,14452.91941,23288.75189,27379.58698,8434.757105,29575.10222,686.4744992,18430.64902,28067.6044
1100,23140.66879,13744.1276,12338.72189,20459.98255,14926.76283,34911.02997,18346.10173,18610.88984,3878.709494,36962.48304,11936.32975,36196.09266,20632.10559,20773.17497,52208.76688,14058.84301,9748.601751,24207.23199,37414.1287,11786.49054,8449.371169,19048.71811,51435.70675,14478.80585,24647.31861,28242.31296,8416.981295,29912.45736,695.5701449,17843.30848,28071.22392
1101,22249.44521,13587.54411,12078.17856,19858.13211,14895.29815,33332.41747,17833.1091,17836.96841,3699.597874,35633.10025,11618.23121,33964.37523,19833.78562,19344.85299,51318.64138,13471.62832,9595.85695,24079.20569,37140.65574,11841.23128,8605.351426,18961.05115,48429.09828,14196.2,23299.92884,28067.12141,8270.199295,30143.28911,752.0309878,17524.20734,27469.43376
1102,21551.62794,13471.87613,11463.00491,19393.54064,14304.12964,32866.34114,16908.47535,16989.71996,3546.491217,35328.63108,11203.94583,32964.70764,18809.65551,17909.85254,51369.22876,12827.16293,9239.816014,23741.09802,36753.23607,11636.81227,8572.802146,18372.20101,47369.10912,13934.31593,23004.72762,26818.27898,8169.948954,30125.87394,778.5406926,16933.39067,26815.42334
1103,19604.93724,13070.64399,10555.75533,19334.21294,13828.99311,31724.23916,16188.17422,15911.21739,3259.565474,34238.3616,10438.57475,30135.69318,18026.28825,16615.03023,50188.4807,11707.61796,8721.243135,25723.76104,36411.03036,11437.25037,8381.795854,17287.63616,46682.97962,13437.4916,21993.1111,24210.48206,7858.410682,30143.18741,739.1445106,16113.14906,26569.70746
1104,19168.04868,12392.51889,9558.704904,17550.5293,13793.98739,29188.90802,14674.34593,14541.25946,2913.386392,32690.12639,9823.690622,28514.18323,16756.80873,15438.93058,46661.57398,10316.88028,8101.537845,24500.48344,35759.22982,11331.76246,8216.95016,16015.40311,44336.18674,12763.76633,20923.69531,20851.85175,7545.022361,29625.1096,674.9550935,14891.16701,25487.6767
1105,15599.24,11207.20959,7652.641965,14222.1062,12967.26641,34271.97963,12829.0917,11800.79393,2698.461278,29596.56641,9403.375302,25077.68484,16446.58605,11880.22131,36156.65217,9125.170885,7443.466032,21129.50241,33794.1546,10528.10973,8014.926599,14406.51486,42519.66581,11055.25874,19488.43296,17758.34963,6766.213196,29010.10591,578.4332926,13769.99048,19776.50045
1106,14914.29218,11115.33294,7164.232234,13411.08931,12745.97286,31706.28769,11924.93405,11212.76235,2452.852387,28860.39642,9176.268979,25424.88291,14288.68673,11328.40105,36466.84314,8885.352926,7345.623886,21388.97728,33471.86195,10450.62721,8085.168499,13756.45948,42039.13477,10584.45747,19385.61917,18162.07915,6535.405622,28539.28008,548.6006235,13076.68767,18923.26224
1107,14288.61227,10926.46774,6747.372336,12866.06643,12515.46761,29014.65324,11170.07205,10623.92676,2218.184339,28229.8782,9096.903647,25489.49309,13785.90133,10728.3316,35253.06236,8708.151314,7294.702691,20959.52335,33389.96507,10447.74456,8085.062917,13240.06444,41353.01656,10315.32249,19233.61112,16624.75148,6453.155571,27998.91253,535.9284518,12466.49802,18081.28962
1108,13715.2725,10797.02548,6451.241077,12250.36643,12439.22806,26800.89249,10531.74192,10175.64006,2067.009802,27517.62073,9096.301934,24918.56619,13398.40289,10391.7977,34575.55722,8472.54797,7222.475157,20744.67935,33404.51835,10479.33577,7949.11293,13087.31416,40686.28159,10065.67824,19035.85099,16461.80298,6446.481585,27847.17396,516.7247504,12296.05461,17694.00691
1109,13715.18073,10751.41059,6384.308783,11992.19718,12343.709,24654.90918,10340.39013,10021.84469,1961.855722,27529.16572,9157.214569,24524.0244,13312.83613,10188.3278,34332.01069,8351.208225,7241.073446,20600.11911,33267.25677,10455.76799,8122.794381,12962.8442,39674.87219,9969.82872,18983.26483,16283.3073,6363.723764,27723.77987,502.5063935,12075.31042,17490.17531
1110,14313.50512,10858.89234,6530.882982,11986.33957,12276.5945,23458.73343,10029.43478,9938.389313,1930.999596,27906.36332,9535.492817,23914.76802,13488.88216,10391.6004,35590.22321,8590.346396,7537.193811,21247.60614,33421.22919,10528.0267,8056.100751,13086.81088,41070.05744,10238.55669,19129.93563,16214.56107,6494.911493,27723.11373,504.599887,11988.31829,17886.1194
1111,16291.28579,11184.21905,7051.815654,12824.31288,12499.45621,22725.39495,10743.54317,10394.52091,2059.170429,29374.47365,10634.35406,25805.95322,14500.8539,11520.02422,39620.5363,8802.931032,8187.388036,22347.80226,33997.78569,10665.8347,8153.809407,13581.2286,42854.36348,10676.23834,19370.79272,16799.54703,6668.095915,27723.31737,512.9795495,12296.14039,19619.44446
1112,18672.70483,11792.35509,8062.276768,14185.2433,13042.88521,22946.39874,12540.84005,11942.77388,2382.991986,32542.23272,11097.7574,31403.40054,16014.98832,14382.49502,42146.48406,10361.45613,8585.424163,22855.68459,34739.3191,10729.26123,8583.426511,15058.31483,46340.81485,10981.12085,20482.57954,17934.14493,6981.342697,27948.72796,542.9640027,13064.06862,21410.56216
1113,17576.45453,11899.57302,8953.402874,14961.14142,13607.35276,21646.93913,12816.22141,13931.85,2511.035403,32367.90449,10843.25565,28449.1608,17154.8442,14622.81264,41999.89901,10641.15459,8555.56483,20678.48343,34467.69049,10464.35046,8691.52547,15401.60959,45183.78746,11507.69024,20020.29282,19738.39492,7266.215676,28000.67597,587.0991444,14263.85799,23966.90235
1114,16117.64293,12280.73956,9693.76561,16520.98177,13628.2372,22916.18163,13855.91522,15508.28882,2775.473841,32592.75089,10904.35169,27757.33436,18081.86677,15526.65128,42290.96584,11059.76537,8615.251573,21530.2334,34434.71441,10207.63023,8634.850139,15802.48791,44326.53348,12256.54807,19889.3536,22091.08571,7673.998205,28609.17698,633.3151933,15665.33621,24960.16381
1115,16031.52909,12587.42772,10419.66931,18122.03248,13772.00476,25694.44197,14528.22605,16039.67269,3133.922414,32888.00708,10992.53571,28568.52755,18245.7712,16268.79555,44967.52999,11986.25583,8656.031301,21916.10312,34517.59658,10285.30981,8328.799605,15877.0914,43999.54439,13011.20095,19540.65085,23579.96562,7756.202761,28780.68097,664.6486269,16726.70694,25938.55243
1116,17383.83697,12700.3245,10990.74845,19566.26749,13737.04102,27951.08172,14924.52553,16293.642,3151.975602,33857.12686,11311.14662,30937.73986,18512.04578,17440.55231,44654.84044,12586.73262,8693.511478,22077.59289,34536.67669,10112.37531,8414.101277,15758.93512,45191.4397,13179.04679,19812.38269,26201.86446,7851.794193,29117.24551,663.2073102,17107.26294,26029.74838
1117,15942.38653,12572.10189,10707.05569,18091.71039,14483.21206,27666.32438,14451.75984,15473.34983,3033.408531,32016.24665,10851.77517,30922.28498,17940.60006,16962.65998,40997.44163,11462.7643,8333.901386,21105.52279,34234.60801,10096.944,8335.767951,15666.17871,43991.64285,12893.93386,20315.15719,25314.61615,7629.503293,29301.44529,654.571682,16445.30221,23975.275
1118,15486.08654,12442.14029,10139.01923,16907.53526,13762.69051,26484.06586,13949.10956,14459.53389,2916.970163,30007.41076,10610.40471,29835.31047,17275.98856,15121.13569,43043.98921,10493.43002,8315.44035,21238.63107,33556.50804,10033.90231,8152.512514,15321.17834,42021.49773,12789.19802,19694.82985,22925.90437,7471.159386,29148.74669,609.885105,15175.45663,24904.09368
1119,16092.1902,12300.52236,10032.84082,17370.9967,13799.00835,26572.64179,14118.91231,14281.16582,2864.445518,31673.93585,10719.57016,29366.07598,17880.53917,14591.15159,44923.03627,10884.57681,8353.139058,21250.20121,33451.18235,10175.77813,8290.890292,15521.86816,44187.16413,12806.15602,19379.07169,22417.16121,7675.556944,28828.8781,614.174783,14948.22105,25231.50311
1120,16538.50197,12290.68432,9938.200469,17742.02473,13610.20512,26572.69116,14528.4863,14621.00367,2862.100499,32499.29118,10852.7442,29731.54639,18015.70032,14485.36577,45492.40541,11353.43615,8411.367515,21262.96478,33638.68656,10204.64535,8189.967251,15719.90835,45194.32832,12835.95426,19847.12417,23711.38652,7697.928593,28774.28235,607.8987686,15096.89131,25825.08723
1121,17834.44618,12438.26331,10226.96135,18398.94082,13370.95755,27213.77867,14881.08184,14819.28692,2937.710646,33503.97479,11340.23145,29474.99995,18299.76955,14856.2216,46985.9138,11968.81419,8744.793473,22110.97021,34091.63994,10258.07204,8390.449968,15955.52318,46366.28322,13130.25391,20017.10646,24147.72278,7755.505395,29081.38402,605.0185894,15625.18764,26569.37039
1122,20083.87872,12787.24497,10829.22892,19379.34001,14055.48865,29127.06036,15847.62037,15832.97262,3339.268701,34966.92207,12091.72969,31728.36048,19903.02781,16672.05639,48930.98195,12990.93707,9256.650198,23126.29321,35341.06287,10788.09361,8475.130103,16932.38443,48187.83962,13477.11851,21411.37717,26184.53909,7888.585728,29050.43081,628.3061328,16900.61248,27374.00867
1123,20909.7285,13062.78999,11216.28327,19911.19297,14550.82346,31155.5857,16732.76108,16554.59058,3522.636946,36508.71664,12083.62772,34956.9052,19741.52616,17821.85492,49328.73792,13353.91946,9604.427251,23820.93536,36251.31019,11191.73382,8534.276759,17120.18192,51715.47954,13858.29218,22457.46467,25560.97587,8067.665575,29169.40023,644.6405767,17484.07409,26994.75576
1124,22396.10294,13306.82378,11286.82476,19892.74498,14674.24199,33236.36098,17526.15517,17215.95034,3722.538744,35723.51658,11680.79889,35082.42487,19646.22221,19315.08214,49952.70322,13580.51006,9384.696329,23662.92118,36946.33276,11470.13203,8393.66809,18176.00047,49878.73325,13884.66934,23693.4717,26354.29375,8051.00056,29492.81234,652.1326561,16944.5116,26998.40116
1125,21507.82455,13135.89219,11045.95312,19303.20788,14639.06189,31703.69942,17027.58819,16517.82638,3558.773196,34456.03842,11391.7222,32983.7886,18943.63044,18005.70873,49006.83576,13072.61644,9246.228667,23528.31719,36662.69373,11526.23435,8551.606066,18096.4431,47020.92698,13596.70615,22467.63332,26193.19672,7913.390838,29714.10373,698.6394276,16651.3682,26392.30651
1126,20812.31334,13009.6253,10477.22667,18848.12154,13978.08669,31251.18984,16128.95566,15753.557,3418.784537,34138.3517,11015.23432,32043.73291,18042.30589,16690.21302,49060.59105,12515.20554,8923.467066,23172.83835,36265.6773,11316.73077,8518.648258,17562.06428,46013.3985,13329.85756,22199.06294,25044.82627,7819.405053,29697.40834,720.4754598,16108.61235,25733.61808
1127,18872.05579,12571.62735,9638.476778,18790.00763,13446.84483,30142.33266,15428.90981,14780.68242,3156.442254,33060.87981,10319.6922,29383.41747,17352.87381,15503.22161,47805.9015,11546.88891,8453.365471,25257.36593,35912.48793,11112.20511,8325.244633,16577.82662,45361.22672,12823.61496,21278.70687,22646.83206,7527.334533,29714.00623,688.0248419,15355.09446,25486.14464
1128,18436.61101,11831.36411,8716.706231,17042.81658,13407.70555,27680.80103,13957.65123,13544.89746,2839.923387,31567.67145,9760.907277,27858.60095,16235.62021,14425.06581,44058.13077,10344.01234,7891.584365,23971.23921,35242.25654,11004.09338,8158.329949,15423.28092,43130.58064,12137.11793,20305.76575,19558.41058,7233.529573,29217.34079,635.1520473,14232.51629,24396.37431
1129,15381.50783,10908.26476,7211.944355,13894.26852,12664.32815,33499.38951,12250.00193,11322.84871,2662.924204,28842.40396,9316.682443,24631.89626,16480.06861,11420.92126,35356.07887,8966.063079,7458.892792,21164.72957,33771.49576,10109.83006,8004.10634,13925.74416,41657.61299,10805.84901,19223.98145,16854.81469,6608.886763,28522.10629,543.3792263,13312.09636,19130.71763
1130,14708.04794,10825.09638,6783.984193,13167.68927,12422.71763,31018.43378,11437.62235,10775.42197,2434.847135,28147.18535,9119.889279,24971.97399,14188.79388,10939.70284,35661.97783,8743.863313,7373.062906,21391.49961,33433.58217,10037.92719,8068.448797,13251.16294,41184.79386,10323.33426,19118.01347,17258.7658,6391.46941,28129.8348,517.2355463,12609.4288,18287.0933
1131,14092.8619,10654.13223,6418.718272,12679.41052,12171.0497,28415.69499,10759.38392,10227.24674,2216.929942,27549.13559,9051.117284,25035.25915,13654.93232,10416.40838,34464.99173,8579.679791,7328.3934,21016.17507,33349.6723,10035.25212,8068.352082,12715.28491,40509.68698,10047.50323,18961.342,15720.59433,6313.991068,27679.62419,506.1303649,11990.99704,17454.60763
